_id;cst_id;cst_first_name;cst_last_name;cst_birth_day;cst_email;cst_address;cst_gender;cst_country;cst_reviews;pro_id;pro_name;pro_brand;pro_category;pro_sub_category;pro_unit_price;pro_quantity;pro_total;or_id;or_status;or_payment_method;or_purchase_date;or_shipping_date;or_delivery_date
ASTT-58754_38;user-1605;   Alejandro  ;Pérez;1992-06-01;alejandro.perez91@yahoo.com;Paseo de Montejo 11 ave, Tijuana 52904 st Jalisco;Masc;Méjico;3;PRO-9746-OZ83;Motherboard TUF Gaming B650;asus;Computers;Components;$735.4539;;2941.8156;TXN_63981-UT;pending;bank_transfer;2026-06-04;2026-06-12;2026-06-21
ASTT_61529-97;user/1485; Christian   ;  García   ;1995-02-22;christian.garcia72@gmail.com;Calle Juan Montalvo 17 zt, Cuenca 36966 st Manabi;masculino;EC;4;PRO_1171-ZZ35;SoundLink Flex Bluetooth Speaker;bose;Audio;Headsets & Speakers;;4.0;5639.4636;TXN/97429-UU;pending;credit_card;2018-03-31;2018-04-03;2018-04-08
ASTT_77636_23;user_7083;José ;Rodríguez  ;1980-05-22;jose_rodriguez38@gmail.com;Bulevar de San Juan 2 zt, Bayamón 73216 st Trujillo Alto;Masc;PR;2;PRO-183-TO28;Processor Ryzen 5 5600X;AMD;Computers;Components;;2.0;1840.186;TXN/45964-UR;delivered;crypto;2020-09-12;2020-09-17;2020-09-22
ASTT-13412-24;cst/8275; Tomás  ;Contreras ;1998-06-11;tomascontreras29@protonmail.com;Calle Condell 12 AA, La Serena 80056 st Coquimbo;m;Chil;4;PRO/6349-OU97;Wireless Mouse Ergonomic MX Master;Logi;Peripherals;Input Devices;$1993.55;;$11961.3;TXN/10276-II;delivered;bank_transfer;2025-10-26;2025-10-30;2025-11-03
ASTT_49060_76;cst_9167;Emma;   Johnson  ;1998-04-09;emma.johnson24@yahoo.com;Robson Street 20 th, Halifax 63355 st Saskatchewan;fEmale;cAnada;5;PRO_3177-ZT70;MSI Cyborg 15 Intel i5;Msi;Laptops;Gaming Laptops;$1797.0063;6.0;10782.0378;TXN-75275-UR;shipped;bank_transfer;2025-02-03;2025-02-11;2025-02-21
ASTT_41508-24;user_9959;  Camila ;   Rodríguez  ;1987-12-24;camila.rodriguez21@gmail.com;Avenida Junín 21 th, Medellín 81449 st Atlantico;F;CO;5;PRO/8182-IU40;Wireless Headset Void RGB Elite;cursair;Audio;Headsets & Speakers;;6.0;3966.8328;TXN-28760-TI;delivered;paypal;2024-04-06;2024-04-14;2024-04-24
ASTT_74929_90;customer/8236; Miguel ; Flores  ;1999-09-19;miguel.flores82@outlook.com;Alameda Juan Pablo II 1 th, Soyapango 65716 st La Libertad;masculino;SV;1;PRO-8205-UO1;"Monitor 24"" FHD 75Hz";samsung;Computers;Monitors;1904.0188;;11424.1128;TXN/55991-TZ;shipped;credit_card;2021-11-22;2021-11-26;2021-11-29
ASTT_38272-57;cst_1096;Vitória ;  Gomes;2000-05-05;vitoria_gomes12@outlook.com;Avenida Sete de Setembro 35 th, Brasília 59515 st Pernambuco;Fem;brasil;4;PRO_1586-UO65;SoundLink Flex Bluetooth Speaker;Bose;Audio;Headsets & Speakers;$1862.4653;2.0;3724.9306;TXN/94921-UR;pending;crypto;2023-08-22;2023-08-29;2023-09-09
ASTT-83291-90;user-1572;Santiago ;Díaz   ;2007-12-23;santiago_diaz7@org.com;Calle Mitre 31 ave, San Juan 50036 st Cordoba;Male;Arg;5;PRO-3718-II3;Mechanical Keyboard K552;redragon;Peripherals;Input Devices;965.8504;;$3863.4016;TXN/77503-TI;delivered;credit_card;2023-03-03;2023-03-03;2023-03-05
ASTT_54828-19;cst_4012;   Nicole ;  Martínez   ;1983-03-11;nicolemartinez49@protonmail.com;Avenida Sarasota 21 zt, San Cristóbal 3432 st Peravia;f;R. Dominicana;0;PRO_3953-RO65;"Monitor 27"" QHD 144Hz Gaming";del;Computers;Monitors;1291.8262;;$10334.6096;TXN_43181-UA;shipped;paypal;2024-09-09;2024-09-12;2024-09-15
ASTT-56202_96;customer-209;   Alexander   ; García ;1987-12-06;alexander_garcia98@gmail.com;Avenida Central 14 ave, Ciudad de Panamá 62319 st Veraguas;mAle;panamá;2;PRO/4864-OZ97;Mechanical Keyboard RGB G413;Logitec;Peripherals;Input Devices;1434.8407;;12913.5663;TXN-54744-AI;processing;credit_card;2022-09-22;2022-09-22;2022-09-24
ASTT_64969_46;user-5826;Carlos;Rivera  ;1984-12-28;carlos.rivera47@yahoo.com;Avenida Franklin Delano Roosevelt 33 AA, Toa Baja 30008 st Toa Baja;MALE;Pto Rico;3;PRO_90-RA31;"Monitor 24"" ZOWIE XL2411K";Ben-Q;Computers;Monitors;;9.0;7372.5264;TXN-21793-TZ;shipped;paypal;2020-04-29;2020-05-07;2020-05-15
ASTT-48079_36;cst_9001; Yusleidy ;  Rodrésiguez   ;2004-03-22;yusleidyrodresiguez77@org.com;Avenida Las Delicias 11 ave, Maracay 94328 st Monagas;Fem;venezual;4;PRO-2699-RT64;"Inspiron 15"" Touch AMD R5";Dell;Laptops;Notebooks;755.4383;6.0;4532.6298;TXN_84815-IO;processing;bank_transfer;2024-07-13;2024-07-21;2024-07-28
ASTT_67245-37;user-9292;   Emma   ;   Brown;2003-12-19;emma_brown61@yahoo.com;Hollywood Boulevard 17 th, Chicago 77767 st New York;FEMALE;uSa;5;PRO/6622-UT37;"Laptop 14"" Intel i5 8GB RAM";Dell;Laptops;Notebooks;$1358.4239;3.0;4075.2717;TXN/84181-AZ;processing;debit_card;2020-04-11;2020-04-18;2020-04-27
ASTT-13241_19;customer-283;   Ava ;  Gagnon  ;2007-04-23;ava_gagnon22@outlook.com;Robson Street 23 ave, Toronto 67107 st Nova Scotia;FEMALE;Canada;0;PRO/7100-IZ21;GeForce RTX 3060 Eagle;GigaByte;Computers;Components;;10.0;9104.152;TXN_76625-UI;delivered;paypal;2021-02-02;2021-02-08;2021-02-18
ASTT-77167-9;customer_3459;   Regina; Rodríguez  ;1993-06-02;reginarodriguez81@org.com;Avenida Juárez 16 th, León 50496 st Baja California;F;MEX;5;PRO_9289-RZ55;"Monitor 24"" FHD 75Hz";Samsong;Computers;Monitors;1613.9373;6.0;9683.6238;TXN_80417-ZZ;pending;paypal;2018-05-06;2018-05-09;2018-05-13
ASTT_62406_36;user_4252; Angel;  García   ;1997-08-13;angel.garcia2@yahoo.com;Calle Mercaderes 18 th, Arequipa 78727 st Piura;masculino;Per;0;PRO-8508-OI7;SSD NVMe M.2 1TB P3;CrucialM;Computers;Components;$801.5343;8.0;6412.2744;TXN/10826-UI;shipped;debit_card;2023-12-13;2023-12-17;2023-12-20
ASTT-16461-31;user/8974;Alexis   ;  García ;1992-10-17;alexis_garcia59@protonmail.com;Avenida Justo Arosemena 9 AA, Ciudad de Panamá 84531 st Los Santos;masculino;Panamá;5;PRO-8841-IR99;In-Ear WF-1000XM5 Black;Sony;Audio;Headsets & Speakers;1408.3188;;$4224.9564;TXN/77386-ZZ;processing;debit_card;2026-10-22;2026-10-30;2026-11-10
ASTT_33918-79;customer-4229;   Daniela ;  Sánchez ;1995-12-13;daniela_sanchez90@yahoo.com;Avenida Abraham Lincoln 20 AA, Santiago de los Caballeros 2829 st La Altagracia;FEMALE;republica dominicana;1;PRO-3937-UT84;"Monitor Ultrawide 34"" IPS";Lg;Computers;Monitors;$1865.3555;1.0;$1865.3555;TXN_50809-IU;shipped;credit_card;2021-02-08;2021-02-12;2021-02-17
ASTT_95576_54;user_1477;Joaquín   ;   Sepúlveda ;1983-04-07;joaquin_sepulveda55@org.com;Calle Huérfanos 28 ave, Rancagua 56720 st Maule;Male;Chli;4;PRO_3177-ZT70;MSI Cyborg 15 Intel i5;Msi;Laptops;Gaming Laptops;$1797.0063;6.0;10782.0378;TXN/54558-ZO;pending;bank_transfer;2026-05-15;2026-05-20;2026-05-25
ASTT-51655-56;user-1758;Jorge; Sánchez   ;2008-10-19;jorge.sanchez0@gmail.com;Bulevar Centroamérica 37 zt, San Pedro Sula 77671 st Choluteca;Male;hN;2;PRO-4942-RT5;"Blade 16"" OLED RTX 4090";Razer RGB;Laptops;Gaming Laptops;397.0711;;1588.2844;TXN-57551-TR;shipped;bank_transfer;2025-08-06;2025-08-09;2025-08-14
ASTT-77420-64;customer_437;David;   García  ;2002-02-22;davidgarcia29@org.com;Avenida Javier Prado 32 th, Piura 51810 st Loreto;mAle;Per;0;PRO/9787-TZ20;"Monitor OLED 27"" UltraGear";LG;Computers;Monitors;;8.0;14448.0976;TXN-27228-AT;delivered;debit_card;2019-12-29;2020-01-01;2020-01-04
ASTT-37677_3;customer-7973;María ;  Rojas   ;1990-07-06;maria_rojas32@outlook.com;Avenida Balta 19 AA, Tacna 7879 st Lima;Female;PER;5;PRO_3032-OI3;"MacBook Pro 14"" M3 Pro";apple;Laptops;Notebooks;259.0797;;1554.4782;TXN-64371-TA;pending;debit_card;2023-01-02;2023-01-09;2023-01-20
ASTT_73179-46;cst/303;  Lucía  ;Pérez   ;1998-01-10;lucia_perez95@protonmail.com;Avenida de Mayo 14 ave, Mendoza 56032 st Salta;Female;aRgentina;4;PRO/1059-AA27;Motherboard Z790 AORUS Elite;gigabyte;Computers;Components;1992.0208;5.0;$9960.104;TXN/36323-UO;shipped;paypal;2024-10-17;2024-10-23;2024-11-01
ASTT_14817_84;customer/9175;  Camila  ;  López  ;2001-04-13;camila.lopez18@org.com;Avenida Santander 35 ave, Cúcuta 87900 st Magdalena;FEMALE;cOlombia;2;PRO/5668-IR27;MDR-7506 Professional Headphones;Soni;Audio;Headsets & Speakers;1220.5073;;$8543.5511;TXN/80372-II;shipped;credit_card;2023-10-01;2023-10-07;2023-10-15
ASTT-42860-38;user-5270;  Altagracia  ; Hernández ;2007-11-17;altagracia.hernandez51@org.com;Avenida Anacaona 35 zt, Santiago de los Caballeros 54514 st San Cristobal;FEMALE;DO;0;PRO-657-AA64;"Blade 16"" OLED RTX 4090";razer;Laptops;Gaming Laptops;552.5286;4.0;2210.1144;TXN/58114-TU;shipped;debit_card;2026-04-20;2026-04-20;2026-04-21
ASTT-43865_69;customer/8474;Fiorella ;Castillo   ;1985-08-25;fiorella_castillo23@icloud.com;Jirón Huallaga 36 th, Chiclayo 21601 st Arequipa;F;PE;5;PRO_1089-ZA37;"Blade 14"" Gaming Ryzen 9";Razer RGB;Laptops;Gaming Laptops;;8.0;13072.9616;TXN-56277-AR;delivered;credit_card;2025-05-24;2025-05-30;2025-06-07
ASTT-85455_56;cst/625;   William  ;  Rodriguez   ;1980-10-14;william_rodriguez63@outlook.com;Sunset Boulevard 23 ave, San Jose 63012 st Texas;mAle;eeuu;2;PRO_6023-RU96;Gaming Mouse G502 Hero;logitech;Peripherals;Input Devices;1713.7082;;17137.082;TXN_98073-AA;shipped;credit_card;2021-07-24;2021-07-30;2021-08-10
ASTT_13782-10;cst_5142;  Kiara  ;   Sánchez;1982-10-12;kiara.sanchez95@ormail.com;Avenida Ashford 34 ave, Ponce 45678 st Guaynabo;FEMALE;PR;1;PRO_9678-RI82;Gaming Headset HS55 Stereo;corsair;Audio;Headsets & Speakers;$635.6283;9.0;$5720.6547;TXN-42040-RA;processing;debit_card;2026-03-12;2026-03-12;2026-03-14
ASTT_55452_61;user_2619;  Emma; Martinez  ;2007-02-05;emma_martinez33@protonmail.com;Wall Street 13 th, San Jose 74683 st Illinois;Female;usa;4;PRO_1238-AU87;"Monitor 27"" QHD 144Hz Gaming";dell;Computers;Monitors;$775.1707;;7751.707;TXN-39031-RZ;pending;crypto;2019-03-09;2019-03-12;2019-03-17
ASTT_92478-93;user_9958;Mateo;Sánchez   ;1984-03-08;mateo_sanchez39@gmail.com;Avenida Juárez 34 zt, Juárez 18727 st Nuevo Leon;M;Mexico;4;PRO_3361-ZI25;"Laptop Gamer 15"" 144Hz DDR5";Asuss;Laptops;Gaming Laptops;$1213.463;;2426.926;TXN-56563-ZR;pending;credit_card;2023-09-12;2023-09-17;2023-09-22
ASTT-20689-97;user/7849;Elena  ;   González  ;1984-11-20;elena.gonzalez42@org.com;Avenida 3 30 zt, San Carlos 74254 st Heredia;Female;Costarica;4;PRO/3926-UI67;"Monitor Curved 27"" Odyssey G3";Samsung;Computers;Monitors;$596.4937;2.0;1192.9874;TXN_63981-UT;pending;bank_transfer;2026-06-04;2026-06-12;2026-06-21
ASTT_38636-57;cst/1130;Carlos  ;  Rodríguez  ;1995-04-16;carlosrodriguez13@protonmail.com;Avenida Pasoancho 33 AA, Barranquilla 80283 st Norte de Santander;masculino;Col;3;PRO-6444-TU74;"Monitor Portable 14"" USB-C";Dell;Computers;Monitors;1252.2999;;6261.4995;TXN/28895-AA;shipped;debit_card;2026-04-11;2026-04-19;2026-04-26
ASTT-36627_79;user/1457;Wendy   ;   Rodríguez   ;2004-12-29;wendy_rodriguez4@org.com;Bulevar Morazán 11 zt, Siguatepeque 88314 st Atlantida;f;honduras;0;PRO_1789-RT18;RAM Memory 32GB DDR5 Pro;Crucial;Computers;Components;;10.0;11650.51;TXN_53322-ZT;pending;bank_transfer;2018-10-15;2018-10-15;2018-10-16
ASTT-86551_41;user-8010; Juan;  Cardozo;1994-11-16;juancardozo16@ormail.com;Calle Estrella 35 ave, San Lorenzo 89795 st Amambay;masculino;paraguay;1;PRO/4140-ZU79;RAM Memory 8GB DDR4 Fury;Kigston;Computers;Components;$862.8986;7.0;6040.2902;TXN/99137-ZZ;delivered;debit_card;2019-02-24;2019-03-03;2019-03-13
ASTT-44713_67;customer/9549;Elena ;   González ;1982-08-23;elena.gonzalez14@ormail.com;Avenida Central 27 zt, Limón 52528 st Cartago;femenino;CRI;3;PRO/8939-OU69;"Monitor 24"" FHD 75Hz";Samsum;Computers;Monitors;$112.0136;;$112.0136;TXN_67149-IO;delivered;debit_card;2021-07-07;2021-07-13;2021-07-24
ASTT_61636-94;user-6870;  Carlos   ;   Rosario;2008-12-01;carlos.rosario49@protonmail.com;Avenida Anacaona 33 ave, Baní 89883 st San Cristobal;m;DOM;3;PRO/6622-UT37;"Laptop 14"" Intel i5 8GB RAM";Dell;Laptops;Notebooks;$1358.4239;3.0;4075.2717;TXN/96729-OT;delivered;bank_transfer;2023-12-23;2023-12-23;2023-12-25
ASTT-84448-93;cst/2221;María;González;1989-11-12;maria.gonzalez1@yahoo.com;Calle Chiltiupán 19 zt, Soyapango 65615 st Ahuachapan;femenino;Elsalvador;5;PRO_6249-ZA99;Wireless Keyboard K57;Corseir;Peripherals;Input Devices;$1119.183;;6715.098;TXN-61794-AU;delivered;paypal;2025-07-08;2025-07-08;2025-07-09
ASTT-63854-34;customer-6448;   Camila ; Rodríguez  ;1988-10-26;camilarodriguez94@hotmail.com;Calle Larga 12 ave, Manta 34224 st El Oro;Fem;Ecu;5;PRO_2853-AR25;Keyboard Huntsman Mini TKL;Razer RGB;Peripherals;Input Devices;331.2967;;$993.8901;TXN-26650-AR;shipped;bank_transfer;2025-01-22;2025-01-26;2025-01-29
ASTT-17404_33;customer/7115;Mateo; Díaz   ;2004-10-19;mateo_diaz60@ormail.com;Avenida Pajaritos 36 th, Viña del Mar 19767 st Valparaiso;masculino;chile;4;PRO_1171-ZZ35;SoundLink Flex Bluetooth Speaker;bose;Audio;Headsets & Speakers;;4.0;5639.4636;TXN-56461-RU;shipped;crypto;2025-11-03;2025-11-03;2025-11-04
ASTT-21218-83;cst-686; Amanda  ; Rodrigues  ;1984-11-19;amanda_rodrigues33@hotmail.com;Avenida Brigadeiro Faria Lima 17 AA, Belo Horizonte 90313 st Amazonas;F;brazil;0;PRO-8876-IA76;"MacBook Air 13"" M2 8GB";aple;Laptops;Notebooks;1060.5517;8.0;$8484.4136;TXN_71390-AI;processing;paypal;2023-12-21;2023-12-24;2023-12-29
ASTT_78223-7;cst-396;  Natalia;   Rodríguez   ;1993-07-03;natalia_rodriguez83@org.com;Calle 85 30 AA, Barranquilla 1260 st Valle del Cauca;Female;COL;1;PRO/4050-UT45;Wireless Keyboard K57;corsair;Peripherals;Input Devices;$310.9222;7.0;$2176.4554;TXN-53350-II;processing;credit_card;2025-11-18;2025-11-18;2025-11-19
ASTT_21810_11;cst_5124; Ava  ;Johnson;1983-08-12;ava.johnson38@icloud.com;Main Street 6 ave, Philadelphia 37203 st Georgia;Fem;Unites States;1;PRO/8182-IU40;Wireless Headset Void RGB Elite;cursair;Audio;Headsets & Speakers;;6.0;3966.8328;TXN-51178-UU;shipped;credit_card;2026-08-10;2026-08-10;2026-08-12
ASTT-54614-31;cst-8053;  Carlos   ; Rivera   ;1996-08-29;carlos_rivera60@yahoo.com;Avenida Jerusalén 24 zt, Usulután 79189 st Sonsonate;M;Salv;4;PRO-1271-OU99;RAM Memory 32GB DDR5 Pro;Crucial;Computers;Components;504.4431;8.0;4035.5448;TXN/56381-AZ;processing;credit_card;2019-05-16;2019-05-24;2019-06-02
ASTT_70142_75;cst-7437;Lucía  ;  López  ;2001-05-20;lucia.lopez98@hotmail.com;Calle de la Amargura 2 zt, Limón 15243 st Guanacaste;f;CR;1;PRO_8262-AZ74;In-Ear WF-1000XM5 Black;sony;Audio;Headsets & Speakers;$1463.4475;10.0;$14634.475;TXN-63509-ZA;delivered;credit_card;2020-06-29;2020-06-29;2020-07-01
ASTT_65745-75;customer_9103; María;   Díaz ;1987-09-25;mariadiaz91@ormail.com;Avenida Colón 29 zt, Salta 79221 st Cordoba;femenino;ARG;4;PRO-5040-RO87;"XPS 13"" Intel i7 16GB";del;Laptops;Notebooks;$313.2049;8.0;$2505.6392;TXN-52097-RU;shipped;debit_card;2024-09-21;2024-09-26;2024-09-29
ASTT_39707-69;user_1371; José ;Martínez   ;1994-11-13;jose.martinez49@icloud.com;Avenida Ashford 12 ave, Guaynabo 53500 st Mayaguez;M;Puertorico;0;PRO-8841-IR99;In-Ear WF-1000XM5 Black;Sony;Audio;Headsets & Speakers;1408.3188;;$4224.9564;TXN_47059-UZ;shipped;crypto;2021-10-26;2021-11-02;2021-11-12
ASTT-60927-7;cst_4329; María  ;González   ;1983-05-23;maria_gonzalez87@yahoo.com;Avenida Intercomunal 2 ave, Maturín 44087 st Zulia;F;venezual;0;PRO/2061-IT66;Power Supply 1000W RMe;Corseir;Computers;Components;1832.5001;;$16492.5009;TXN-65743-UA;delivered;credit_card;2024-04-13;2024-04-20;2024-05-01
ASTT-66970-30;user-3005;   José; Blanco;1995-10-28;joseblanco87@ormail.com;Avenida Francisco de Miranda 2 th, Maracaibo 46593 st Anzoategui;m;Ven;0;PRO/5240-IT62;"Notebook 13"" M3 8GB";Appel;Laptops;Notebooks;$596.727;;$1790.181;TXN-19584-ZO;pending;debit_card;2018-10-02;2018-10-06;2018-10-11
ASTT-38346_37;user-9581; Matías ; Díaz  ;1985-02-23;matiasdiaz93@protonmail.com;Avenida Pellegrini 36 th, Córdoba 7058 st Mendoza;Male;aR;0;PRO/5642-IO33;"Blade 14"" Gaming Ryzen 9";Razer RGB;Laptops;Gaming Laptops;;8.0;13857.348;TXN-21793-TZ;shipped;paypal;2020-04-29;2020-05-07;2020-05-15
ASTT-50721_44;user-3096; Milagros  ;  Huamán  ;1989-07-02;milagros.huaman93@org.com;Avenida Larco 18 AA, Trujillo 92913 st Tacna;Fem;perú;0;PRO_6955-IR68;TUF Gaming A15 Ryzen 7;asus;Laptops;Gaming Laptops;;1.0;592.279;TXN-74518-IT;shipped;bank_transfer;2024-06-22;2024-06-30;2024-07-09
ASTT-41709_74;user-4423;   Isabella ;   Garcia;2006-10-01;isabella.garcia44@hotmail.com;Wall Street 3 AA, Houston 81796 st Arizona;FEMALE;uSa;3;PRO_4822-OU35;"XPS 13"" Intel i7 16GB";DELL;Laptops;Notebooks;;4.0;5099.2624;TXN_32503-IR;shipped;credit_card;2021-09-13;2021-09-13;2021-09-14
ASTT-14306_4;user_4838; José  ; Chaves ;2002-10-13;jose_chaves52@hotmail.com;Paseo de los Turistas 14 AA, San Carlos 4000 st Limon;MALE;CostaRica;4;PRO-4366-OI20;RAM Memory 16GB DDR5 Beast;kingston;Computers;Components;$1727.5909;;10365.5454;TXN_90353-UZ;processing;crypto;2022-09-15;2022-09-21;2022-09-28
ASTT_43373-57;cst-6362; Letícia;  Souza ;2007-02-26;leticia.souza1@protonmail.com;Rua do Ouvidor 6 AA, São Paulo 92657 st Amazonas;feminino;brasil;2;PRO/8058-IT86;JBL Charge 5 Speaker;jbl;Audio;Headsets & Speakers;$869.1422;5.0;$4345.711;TXN/10162-IU;processing;debit_card;2025-03-31;2025-04-04;2025-04-08
ASTT_67471_87;cst_6978;Elijah ;   Martinez;1999-01-06;elijah_martinez16@protonmail.com;Michigan Avenue 40 AA, Dallas 95270 st North Carolina;M;United States;0;PRO_5004-UU49;GeForce RTX 4070 Ti TUF;Asuss;Computers;Components;$1046.6942;2.0;2093.3884;TXN/98469-UI;pending;crypto;2023-05-15;2023-05-22;2023-05-30
ASTT_43757-65;cst-5953;   Sofía  ;Contreras  ;1998-05-07;sofia_contreras6@protonmail.com;Calle Prat 12 ave, Temuco 94144 st Antofagasta;Fem;cL;2;PRO-9977-OT94;"Envy x360 Convertible 15""";hpp;Laptops;Notebooks;;1.0;1786.939;TXN-70370-OR;shipped;credit_card;2026-11-23;2026-11-26;2026-11-29
ASTT_71859-45;cst/3379;Mateo  ; Ramírez;1991-02-01;mateo.ramirez57@hotmail.com;Avenida Juárez 22 zt, León 54864 st Queretaro;Male;MEX;0;PRO/5642-IO33;"Blade 14"" Gaming Ryzen 9";Razer RGB;Laptops;Gaming Laptops;;8.0;13857.348;TXN-97705-AA;delivered;credit_card;2025-10-12;2025-10-19;2025-10-29
ASTT_64444-87;customer_7056;Blanca   ;   López ;1999-09-25;blanca.lopez88@ormail.com;Calle Oliva 39 th, Capiatá 68835 st Amambay;f;Paragay;2;PRO_6935-UU21;Gaming Headset HS55 Stereo;corsair;Audio;Headsets & Speakers;;5.0;3569.639;TXN/97429-UU;pending;credit_card;2018-03-31;2018-04-03;2018-04-08
ASTT-68175_90;customer-6616;   Sofía ; Contreras   ;1990-10-13;sofia.contreras16@org.com;Calle Huérfanos 1 th, Antofagasta 2292 st Metropolitana de Santiago;Fem;Chil;4;PRO-8205-UO1;"Monitor 24"" FHD 75Hz";samsung;Computers;Monitors;1904.0188;;11424.1128;TXN-82704-OU;pending;debit_card;2025-07-13;2025-07-13;2025-07-14
ASTT_34204_12;user/4043;  María   ;   López   ;1983-09-15;marialopez0@yahoo.com;Avenida 3 38 zt, Puntarenas 52853 st Cartago;femenino;CR;2;PRO-6303-AU15;Keyboard Huntsman Mini TKL;Razr;Peripherals;Input Devices;;8.0;11341.8192;TXN-67264-AI;shipped;paypal;2024-06-14;2024-06-21;2024-07-02
ASTT_57533_68;customer-7693; Stephanie;  Rodríguez;1981-07-23;stephanie_rodriguez43@gmail.com;Avenida Franklin Delano Roosevelt 22 ave, Arecibo 60581 st Guaynabo;F;Pto Rico;5;PRO_5285-RZ87;Motherboard Z790 AORUS Elite;gigabyte;Computers;Components;;1.0;1397.9141;TXN-81120-UI;processing;debit_card;2023-01-15;2023-01-22;2023-02-03
ASTT_90800-39;user/1966; Carlos  ;  López   ;1985-07-17;carlos.lopez37@protonmail.com;Avenida República 35 th, Durán 62852 st Esmeraldas;MALE;ECU;4;PRO-787-IU72;Wireless Headset Noise Cancelling;Sony;Audio;Headsets & Speakers;$996.3695;;$4981.8475;TXN-90652-II;shipped;crypto;2026-08-02;2026-08-02;2026-08-04
ASTT_52565_89;customer-8168;Andrea;   Ramírez ;2003-02-24;andrea_ramirez45@org.com;Avenida Fuerzas Armadas 33 ave, Caracas 92201 st Zulia;fEmale;VE;5;PRO-5040-RO87;"XPS 13"" Intel i7 16GB";del;Laptops;Notebooks;$313.2049;8.0;$2505.6392;TXN/46887-UU;delivered;paypal;2018-05-27;2018-06-02;2018-06-12
ASTT-27083-97;cst/1130;Carlos  ;  Rodríguez  ;1995-04-16;carlosrodriguez13@protonmail.com;Avenida Pasoancho 33 AA, Barranquilla 80283 st Norte de Santander;masculino;Col;3;PRO/5240-IT62;"Notebook 13"" M3 8GB";Appel;Laptops;Notebooks;$596.727;;$1790.181;TXN_10311-AT;shipped;crypto;2019-02-04;2019-02-04;2019-02-06
ASTT_93101_23;user/3136;  Regina;   Pérez   ;1984-12-11;regina.perez62@protonmail.com;Avenida Juárez 22 AA, Mérida 14079 st Jalisco;FEMALE;Méjico;4;PRO-657-AA64;"Blade 16"" OLED RTX 4090";razer;Laptops;Gaming Laptops;552.5286;4.0;2210.1144;TXN/47404-RR;processing;credit_card;2023-11-06;2023-11-12;2023-11-20
ASTT_62735_74;cst_7124;   Andrea  ;   García ;1983-06-22;andrea.garcia38@icloud.com;Avenida Amazonas 38 zt, Quito 7060 st Manabi;femenino;Ecu;2;PRO_7212-AU71;"Aspire 3 14"" Intel Core i3";acer;Laptops;Notebooks;$1441.5594;;$11532.4752;TXN/26338-RI;shipped;debit_card;2018-10-02;2018-10-02;2018-10-04
ASTT_16735-26;cst/4851; Elizabeth   ;Pérez   ;1990-06-15;elizabethperez33@mail.com;Bulevar Monseñor Romero 8 th, Antiguo Cuscatlán 53828 st Ahuachapan;femenino;Salv;1;PRO/2239-TA64;MSI Titan GT77 i9;Msi;Laptops;Gaming Laptops;1415.0885;;$14150.885;TXN/99137-ZZ;delivered;debit_card;2019-02-24;2019-03-03;2019-03-13
ASTT_70483_91;user/6536;Luis  ;  Flores  ;2007-02-10;luisflores79@protonmail.com;Avenida República 2 th, Durán 37678 st Guayas;mAle;Ecudador;3;PRO-5095-II94;"Blade 14"" Gaming Ryzen 9";Razer RGB;Laptops;Gaming Laptops;$1644.0568;;6576.2272;TXN-63814-RI;processing;crypto;2023-10-15;2023-10-15;2023-10-17
ASTT_77144_29;cst_285;   Valentina ;Rojas   ;2007-12-09;valentina.rojas58@icloud.com;Avenida Valparaíso 2 ave, Antofagasta 2904 st Araucania;fEmale;chile;5;PRO/1983-OZ37;"IdeaPad Slim 3 15"" AMD";lenv;Laptops;Notebooks;1694.3219;3.0;5082.9657;TXN/53420-AZ;processing;credit_card;2022-07-11;2022-07-11;2022-07-13
ASTT-78198_10;customer/3000; Nicolás ;   Martínez   ;1985-02-12;nicolas_martinez0@hotmail.com;Avenida Colón 28 zt, Mendoza 30399 st Entre Rios;MALE;AR;1;PRO_7389-AU80;"Monitor Portable 14"" USB-C";del;Computers;Monitors;;10.0;19309.825;TXN_58072-ZO;delivered;crypto;2025-08-15;2025-08-15;2025-08-16
ASTT-43650_11;cst/4746; Pedro   ;  Souza;2008-11-30;pedrosouza61@ormail.com;Avenida Atlântica 10 zt, Salvador 26201 st Ceara;m;Brasil;2;PRO/2827-IR85;"Monitor 27"" Designer PD2700Q";benk;Computers;Monitors;211.826;7.0;1482.782;TXN-30369-OO;pending;bank_transfer;2024-07-09;2024-07-12;2024-07-16
ASTT-79910-81;user_9271;   Agustín;   González   ;2003-07-27;agustin.gonzalez40@gmail.com;Calle Florida 29 zt, Córdoba 36184 st Santa Fe;Male;AR;5;PRO/856-RU51;GeForce RTX 4070 Ti TUF;asssus;Computers;Components;$1318.6013;6.0;$7911.6078;TXN/70281-II;processing;paypal;2024-02-20;2024-02-20;2024-02-22
ASTT_37158_22;cst_6826;Yasmin   ;Alves   ;1999-04-30;yasmin_alves22@hotmail.com;Avenida Brigadeiro Faria Lima 29 ave, Brasília 17241 st Pernambuco;FEMALE;BR;3;PRO/3393-OU84;"Monitor 24"" Professional P2422H";DELL;Computers;Monitors;$541.2907;5.0;$2706.4535;TXN_10550-OA;processing;debit_card;2025-06-07;2025-06-12;2025-06-16
